UniqID_NUCL,N_COM_X,N_COM_Y,N_Orient
07-0289_f1_0002_-2810.15_-6621.92,-2810.15,-6621.92,0.607122
07-0289_f1_0002_-2627.69_-6621.5,-2627.69,-6621.5,-0.189147
07-0289_f1_0002_-2441.93_-6619.39,-2441.93,-6619.39,0.254072
07-0289_f1_0002_-2781.41_-6621.11,-2781.41,-6621.11,-0.182516
07-0289_f1_0002_-2623.23_-6621.45,-2623.23,-6621.45,-0.307795
07-0289_f1_0002_-2547.98_-6628.25,-2547.98,-6628.25,-0.561216
07-0289_f1_0002_-2471.38_-6620.61,-2471.38,-6620.61,0.895336
07-0289_f1_0002_-2617.53_-6624.11,-2617.53,-6624.11,-0.513684
07-0289_f1_0002_-2459.66_-6624.95,-2459.66,-6624.95,-0.39884
07-0289_f1_0002_-2319.25_-6620.42,-2319.25,-6620.42,1.51497
07-0289_f1_0002_-2324.74_-6621.26,-2324.74,-6621.26,-1.02015
07-0289_f1_0002_-2564.75_-6626.19,-2564.75,-6626.19,0.611772
07-0289_f1_0002_-2818.98_-6622.88,-2818.98,-6622.88,1.54761
07-0289_f1_0002_-2557.78_-6623.41,-2557.78,-6623.41,0.530683
07-0289_f1_0002_-2440.22_-6625.01,-2440.22,-6625.01,-0.572238
07-0289_f1_0002_-2643.6_-6623.16,-2643.6,-6623.16,0.242027
07-0289_f1_0002_-2373.92_-6624.7,-2373.92,-6624.7,1.56189
07-0289_f1_0002_-2785.53_-6624.46,-2785.53,-6624.46,0.006812
07-0289_f1_0002_-2776.88_-6624.58,-2776.88,-6624.58,0.394717
07-0289_f1_0002_-2657.85_-6626.77,-2657.85,-6626.77,0.93564
07-0289_f1_0002_-2388.46_-6626.06,-2388.46,-6626.06,0.443329
07-0289_f1_0002_-2329.36_-6626.69,-2329.36,-6626.69,0.204694
07-0289_f1_0002_-2320.78_-6625.34,-2320.78,-6625.34,-1.44339
07-0289_f1_0002_-2467.43_-6624.96,-2467.43,-6624.96,-0.7089
